scene,Center_x,Center_y,patch,patch_cal,category,Head_x,Head_y,Tail_x,Tail_y,UpperLeft_x,UpperLeft_y,LowerRight_x,LowerRight_y,Manual_Length,Center_longitude,Center_latitude,North_Direction,Chip_Direction,Incidence,Elevation,Slant_Range_Time,MMSI,Nav_Status,Rot,Sog,AIS_Longitude,AIS_Latitude,Projected_Latitude,Projected_Longitude,Cog,True_Head,AIS_Length,AIS_Width,Draught,Name,Ship_Type,Length_overall,Breadth_extreme,Elaborated_type,Gross_tonnage,Deadweight,patch_vv_label,patch_vh_label,patch_vv_actual_file,patch_vh_actual_file,patch_cal_vv_label,patch_cal_vh_label,patch_cal_vv_actual_file,patch_cal_vh_actual_file,patch_uint8_vv_label,patch_uint8_vh_label,patch_uint8_vv_actual_file,patch_uint8_vh_actual_file,patch_rgb_vv_label,patch_rgb_vh_label,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,polarization_vv,polarization_vh,main_polarization,available_polarizations,gfw_lookup_status,gfw_total,gfw_vessel_id,gfw_ssvid,gfw_name,gfw_flag,gfw_callsign,gfw_imo,gfw_shiptype,gfw_shiptype_source,gfw_geartype,gfw_geartype_source,gfw_self_period_from,gfw_self_period_to,gfw_registry_match,gfw_registry_ssvid,gfw_registry_name,gfw_registry_flag,gfw_registry_imo,gfw_registry_length_m,gfw_registry_width_m,gfw_registry_draught_m,gfw_registry_tonnage_gt,gfw_registry_deadweight,gfw_error,head_tail_status,head_tail_method,head_tail_confidence,head_tail_pixel_resolution_m,head_tail_length_pixels,sar_axis_bearing_mod180,sar_axis_elongation,sar_axis_component_area,sar_axis_threshold_percentile,sar_axis_consistency_deg,ais_motion_bearing,ais_motion_distance_km,ais_before_timestamp,ais_after_timestamp,ais_before_lat,ais_before_lon,ais_after_lat,ais_after_lon,ais_nearest_scene_distance_km,axis_ais_angle_difference_deg,head_tail_error,head_tail_pass2_status,head_tail_pass2_error,head_tail_axis_source,head_tail_vv_axis_bearing_mod180,head_tail_vh_axis_bearing_mod180,head_tail_cross_pol_difference_deg,gfw_sar_bearing_status,gfw_sar_bearing,gfw_sar_bearing_feature_id,gfw_sar_bearing_timestamp,gfw_sar_bearing_match_distance_m,gfw_sar_bearing_existing_head_difference_deg,gfw_sar_bearing_error,gfw_dataset,gfw_registry_tonnage_gt_source,gfw_registry_deadweight_source,IMO,GT,DWT,IMO_source,GT_source,DWT_source,UpperLeft_LowerRight_status,UpperLeft_LowerRight_source,IMO_source_url,GT_source_url,vesselfinder_gt,vesselfinder_imo,vesselfinder_mmsi,vesselfinder_name,vesselfinder_source_url,vesselfinder_gt_status,vesselfinder_imo_status,boat_agent_imo,boat_agent_gt,boat_agent_name,boat_agent_source_url,boat_agent_imo_status,DWT_source_url,shipxplorer_imo,shipxplorer_gt,shipxplorer_dwt,shipxplorer_name,shipxplorer_source_url,shipxplorer_status,patch_size,source_dataset,Name_source,Length_overall_source,Length_overall_source_url
S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,11131,5591,Fishing100_Fishing_x11131_y5591.tif,Fishing100_Fishing_x11131_y5591.tif,Fishing,11130,5589,11132,5593,11099,5559,11163,5623,43.9078827,117.5699291021869,-0.2722320094494715,,,,,,525003146,,,,,,,,,,,,,TB.MAHKOTA II,FISHING,,,Fishing,,,Fishing100_Fishing_x11131_y5591_vv.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591_vv.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591_vv.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591.tif,Fishing100_Fishing_x11131_y5591_vh.tif,Fishing100_Fishing_x11131_y5591_vv.png,Fishing100_Fishing_x11131_y5591_vh.png,Fishing100_Fishing_x11131_y5591.png,Fishing100_Fishing_x11131_y5591_vh.png,VV,VH,VV,"VV,VH",matched,5,821cb25b0-0212-6ad5-eed9-110c2e2bc409,525003146,TB.MAHKOTA II,IDN,YDA6958,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2023-01-17T22:22:11Z,2026-05-25T20:08:12Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,4.39078827,,,,,,,,,,,,,,,,,not_filled,VV/VH tidak memenuhi kualitas minimum,,,,,exact_scene_position_match,335.2,S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED;117.5699290;-0.2722320,1771451480,0.01141103101303266,1.7650511770779644,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525003146.0,TB.MAHKOTA II,https://www.vesselfinder.com/vessels/details/525003146,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260214T222424_20260214T222449_063221_07EFF3_94E6,11592,11676,Fishing100_Fishing_x11592_y11676.tif,Fishing100_Fishing_x11592_y11676.tif,Fishing,11591,11677,11593,11675,11560,11644,11624,11708,16.7324238,109.1116283209315,-2.1206480166023858,,,,,,525501987,,,,,,,,,,,,,KM SUMBER BARU,FISHING,,,Fishing,,,Fishing100_Fishing_x11592_y11676_vv.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676_vv.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676_vv.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676.tif,Fishing100_Fishing_x11592_y11676_vh.tif,Fishing100_Fishing_x11592_y11676_vv.png,Fishing100_Fishing_x11592_y11676_vh.png,Fishing100_Fishing_x11592_y11676.png,Fishing100_Fishing_x11592_y11676_vh.png,VV,VH,VV,"VV,VH",matched,9,289749a58-88d3-a749-42a4-a1a600a57a76,525501987,KM SUMBER BARU,IDN,SUMBON,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2023-10-11T00:08:23Z,2026-06-01T12:14:00Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.67324238,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,227.9,S1A_IW_GRDH_1SDV_20260214T222424_20260214T222449_063221_07EFF3_94E6;109.1116280;-2.1206480,1771107877,0.035709315752857955,2.9000000000000057,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525501987.0,KM SUMBER BARU,https://www.vesselfinder.com/vessels/details/525501987,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17,12079,9447,Fishing100_Fishing_x12079_y9447.tif,Fishing100_Fishing_x12079_y9447.tif,Fishing,12079,9446,12079,9448,12047,9415,12111,9479,19.9653492,135.31985457421942,-5.5048346695238495,,,,,,525301214,,,,,,,,,,,,,KM.TIRTAPUTRAKENCANA,FISHING,,,Fishing,,,Fishing100_Fishing_x12079_y9447_vv.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447_vv.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447_vv.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447.tif,Fishing100_Fishing_x12079_y9447_vh.tif,Fishing100_Fishing_x12079_y9447_vv.png,Fishing100_Fishing_x12079_y9447_vh.png,Fishing100_Fishing_x12079_y9447.png,Fishing100_Fishing_x12079_y9447_vh.png,VV,VH,VV,"VV,VH",matched,5,97e730ad0-07cc-01d8-6c28-93e0c764ae62,525301214,KM.TIRTAPUTRAKENCANA,IDN,,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2024-09-04T05:08:40Z,2026-03-13T10:11:04Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.99653492,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,334.8,S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17;135.3198550;-5.5048350,1770974418,0.0597600130304565,25.200000000000045,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525301214.0,KM.TIRTAPUTRAKENCANA,https://www.vesselfinder.com/vessels/details/525301214,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17,12156,9908,Fishing100_Fishing_x12156_y9908.tif,Fishing100_Fishing_x12156_y9908.tif,Fishing,12156,9907,12156,9909,12124,9876,12188,9940,19.5365734,135.32682896581971,-5.546534448563495,,,,,,525400862,,,,,,,,,,,,,,FISHING,,,Fishing,,,Fishing100_Fishing_x12156_y9908_vv.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908_vv.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908_vv.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908.tif,Fishing100_Fishing_x12156_y9908_vh.tif,Fishing100_Fishing_x12156_y9908_vv.png,Fishing100_Fishing_x12156_y9908_vh.png,Fishing100_Fishing_x12156_y9908.png,Fishing100_Fishing_x12156_y9908_vh.png,VV,VH,VV,"VV,VH",matched,7,37feae3b7-7c00-8c02-00e8-5c1757efabba,525400862,,IDN,YE5723,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2020-09-16T06:21:24Z,2026-05-11T08:35:55Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.95365734,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,26.6,S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17;135.3268290;-5.5465340,1770974418,0.0500213003265277,26.599999999999994,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525400862.0,SURYA SINAR ABADI,https://www.vesselfinder.com/vessels/details/525400862,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,13098,14792,Fishing100_Fishing_x13098_y14792.tif,Fishing100_Fishing_x13098_y14792.tif,Fishing,13097,14792,13099,14792,13066,14760,13130,14824,19.4379807,112.459757405471,-6.520016601619523,,,,,,525102590,,,,,,,,,,,,,KM.SINARMANDIRISAKTI,FISHING,,,Fishing,,,Fishing100_Fishing_x13098_y14792_vv.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792_vv.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792_vv.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792.tif,Fishing100_Fishing_x13098_y14792_vh.tif,Fishing100_Fishing_x13098_y14792_vv.png,Fishing100_Fishing_x13098_y14792_vh.png,Fishing100_Fishing_x13098_y14792.png,Fishing100_Fishing_x13098_y14792_vh.png,VV,VH,VV,"VV,VH",matched,3,3068fb3a0-0765-9efc-6e1f-3a2725a94388,525102590,KM.SINARMANDIRISAKTI,IDN,SMS,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2023-05-16T13:40:03Z,2026-06-01T23:35:35Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.94379807,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,269.7,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC;112.4597570;-6.5200170,1771279757,0.06299904757780397,0.30000000000001137,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525102590.0,KM.SINARMANDIRISAKTI,https://www.vesselfinder.com/vessels/details/525102590,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260218T092801_20260218T092830_063271_07F1D8_845F,13211,22075,Fishing100_Fishing_x13211_y22075.tif,Fishing100_Fishing_x13211_y22075.tif,Fishing,13211,22074,13211,22076,13179,22043,13243,22107,20.4223614,133.54947906942195,-7.5333023818017475,,,,,,525401518,,,,,,,,,,,,,PURBASARI NET 2-65%,FISHING,,,Fishing,,,Fishing100_Fishing_x13211_y22075_vv.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075_vv.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075_vv.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075.tif,Fishing100_Fishing_x13211_y22075_vh.tif,Fishing100_Fishing_x13211_y22075_vv.png,Fishing100_Fishing_x13211_y22075_vh.png,Fishing100_Fishing_x13211_y22075.png,Fishing100_Fishing_x13211_y22075_vh.png,VV,VH,VV,"VV,VH",matched,37,fcf6eaecd-debd-5cb1-d316-69040447e7a9,525401518,PURBASARI NET 2-65%,IDN,,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-06-14T12:43:53Z,2026-05-31T16:56:18Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,2.04223614,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,0.0,S1A_IW_GRDH_1SDV_20260218T092801_20260218T092830_063271_07F1D8_845F;133.5494790;-7.5333020,1771406896,0.04313869678510051,0.0,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525401518.0,PURBASARI NET 2-79,https://www.vesselfinder.com/vessels/details/525401518,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C,13760,14428,Fishing100_Fishing_x13760_y14428.tif,Fishing100_Fishing_x13760_y14428.tif,Fishing,13759,14428,13761,14428,13728,14396,13792,14460,18.697382,115.59812040154743,-9.078520026826924,,,,,,525800332,,,,,,,,,,,,,MILLENIUM JAYA 118,FISHING,,,Fishing,,,Fishing100_Fishing_x13760_y14428_vv.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428_vv.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428_vv.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428.tif,Fishing100_Fishing_x13760_y14428_vh.tif,Fishing100_Fishing_x13760_y14428_vv.png,Fishing100_Fishing_x13760_y14428_vh.png,Fishing100_Fishing_x13760_y14428.png,Fishing100_Fishing_x13760_y14428_vh.png,VV,VH,VV,"VV,VH",matched,2,2c00373c4-4d3c-9ffd-dffe-729903cd3d5d,525800332,MILLENIUM JAYA 118,IDN,,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2021-06-17T02:15:31Z,2026-02-15T23:50:39Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.8697382,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,295.3,S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C;115.5981200;-9.0785200,1771152103,0.04419156223058626,25.30000000000001,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525800332.0,MILLENIUM JAYA 118,https://www.vesselfinder.com/vessels/details/525800332,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260205T224800_20260205T224825_063090_07EB0F_6CB7,13796,17759,Fishing100_Fishing_x13796_y17759.tif,Fishing100_Fishing_x13796_y17759.tif,Fishing,13797,17759,13795,17759,13764,17727,13828,17791,18.3980618,103.97265058553208,1.2399669698804747,,,,,,312533000,,,,,,,,,,,,,TB.RIGEL,FISHING,,,Fishing,103.0,,Fishing100_Fishing_x13796_y17759_vv.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759_vv.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759_vv.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759.tif,Fishing100_Fishing_x13796_y17759_vh.tif,Fishing100_Fishing_x13796_y17759_vv.png,Fishing100_Fishing_x13796_y17759_vh.png,Fishing100_Fishing_x13796_y17759.png,Fishing100_Fishing_x13796_y17759_vh.png,VV,VH,VV,"VV,VH",matched,2,1f9f94106-6c30-1fff-8dfe-c18c2e161f03,312533000,TB.RIGEL,BLZ,V3RJ5,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,INCONCLUSIVE,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2025-02-27T21:00:10Z,2026-05-30T20:56:53Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.83980618,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,80.0,S1A_IW_GRDH_1SDV_20260205T224800_20260205T224825_063090_07EB0F_6CB7;103.9726510;1.23996700,1770331693,0.04619756081524354,10.0,,public-global-vessel-identity:v4.0,,,7743077.0,103.0,,GFW registryInfo.imo,GFW registryInfo.tonnageGt,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,,,,,,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260214T114249_20260214T114314_063215_07EFB0_BA99,14107,7978,Fishing100_Fishing_x14107_y7978.tif,Fishing100_Fishing_x14107_y7978.tif,Fishing,14107,7977,14107,7979,14075,7946,14139,8010,17.4834919,98.3612990629919,4.850808894609929,,,,,,525127688,,,,,,,,,,,,,KM 567,FISHING,,,Fishing,,,Fishing100_Fishing_x14107_y7978_vv.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978_vv.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978_vv.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978.tif,Fishing100_Fishing_x14107_y7978_vh.tif,Fishing100_Fishing_x14107_y7978_vv.png,Fishing100_Fishing_x14107_y7978_vh.png,Fishing100_Fishing_x14107_y7978.png,Fishing100_Fishing_x14107_y7978_vh.png,VV,VH,VV,"VV,VH",matched,2,ec6ef06a5-5b67-1604-a882-d6196f99735c,525127688,KM 567,IDN,100200,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,TRAWLERS,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2022-10-12T18:42:58.65Z,2026-05-31T19:23:52Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.74834919,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,344.9,S1A_IW_GRDH_1SDV_20260214T114249_20260214T114314_063215_07EFB0_BA99;98.36129900;4.85080900,1771069382,0.013639730635367787,15.100000000000023,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525127688.0,KM 567,https://www.vesselfinder.com/vessels/details/525127688,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
S1A_IW_GRDH_1SDV_20260211T111519_20260211T111544_063170_07EE07_F4C7,14114,3331,Fishing100_Fishing_x14114_y3331.tif,Fishing100_Fishing_x14114_y3331.tif,Fishing,14114,3330,14114,3332,14082,3299,14146,3363,15.0828514,106.68673162312994,-4.94428666566844,,,,,,525223456,,,,,,,,,,,,,,FISHING,,,Fishing,,,Fishing100_Fishing_x14114_y3331_vv.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331_vv.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331_vv.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331.tif,Fishing100_Fishing_x14114_y3331_vh.tif,Fishing100_Fishing_x14114_y3331_vv.png,Fishing100_Fishing_x14114_y3331_vh.png,Fishing100_Fishing_x14114_y3331.png,Fishing100_Fishing_x14114_y3331_vh.png,VV,VH,VV,"VV,VH",matched,4,5e70c56cf-f037-c865-65db-8a8d8d2d8b56,525223456,,IDN,,,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,FISHING,COMBINATION_OF_REGISTRY_AND_AIS_INFERRED_NN_INFO,2024-03-26T10:56:36Z,2026-06-01T20:01:51Z,,,,,,,,,,,,filled,GFW_SAR_position_tile_bearing_plus_GFW_SAR_length,official_source_exact_scene_position,10.0,1.50828514,,,,,,,,,,,,,,,,,not_filled,panjang kapal kurang dari 3 pixel untuk pass2,,,,,exact_scene_position_match,0.0,S1A_IW_GRDH_1SDV_20260211T111519_20260211T111544_063170_07EE07_F4C7;106.6867320;-4.9442870,1770808532,0.055902888987701564,0.0,,public-global-vessel-identity:v4.0,,,,,,,,,derived_from_crop_window,Center_x/Center_y +/- patch_size/2; patch_size=64; LowerRight is exclusive crop-window edge,,,,,525223456.0,KM PELANGI INDAH 01,https://www.vesselfinder.com/vessels/details/525223456,,http_ok,,,,,,,,,,,,,64,FULL_FISHING_CARGO_PASSENGER_64_FINAL,,,
